Longitude,Latitude,Cd_lagrange_interpolated
98.76824864999999,18.7654381,-1.8697985705045031e+25
99.04578650555554,18.7654381,-4.6165190217920963e+24
99.3233243611111,18.7654381,-9.91911005182542e+23
99.60086221666666,18.7654381,-1.7566118159516347e+23
99.8784000722222,18.7654381,-2.3098641573822673e+22
100.15593792777777,18.7654381,-1.7477265437268115e+21
100.43347578333332,18.7654381,-2.473161441425267e+19
100.71101363888889,18.7654381,-9.727997359500611e+16
100.98855149444444,18.7654381,1.7631150672522404e+19
101.26608934999999,18.7654381,1.6252438946240991e+19
101.54362720555555,18.7654381,4.325624611788965e+18
101.8211650611111,18.7654381,-1.4443959822577076e+16
102.09870291666665,18.7654381,1.8166826184369326e+18
102.37624077222222,18.7654381,3.6170538342016215e+18
102.65377862777777,18.7654381,3.3179666624724147e+18
102.93131648333332,18.7654381,1.9367355363385162e+18
103.20885433888888,18.7654381,7.33350058950033e+17
103.48639219444443,18.7654381,1.3013133952980264e+17
103.76393005,18.7654381,-3.430924638004134e+16
104.04146790555555,18.7654381,-2.736338697055001e+16
104.3190057611111,18.7654381,-1065745423530236.1
104.59654361666666,18.7654381,6341443809487202.0
104.87408147222222,18.7654381,3232907037201373.5
105.15161932777777,18.7654381,332986013907498.9
105.42915718333333,18.7654381,18253798952745.125
105.70669503888888,18.7654381,569798918225197.0
105.98423289444443,18.7654381,671133538235530.1
106.26177075,18.7654381,334350823012169.9
106.53930860555555,18.7654381,20337880337872.57
106.81684646111111,18.7654381,-65622042501913.266
107.09438431666666,18.7654381,-11724499435298.855
107.37192217222221,18.7654381,41546457687130.05
107.64946002777778,18.7654381,44784921279110.016
107.92699788333333,18.7654381,22494534392630.0
108.20453573888888,18.7654381,5614735925297.205
108.48207359444444,18.7654381,793024292761.8136
108.75961145,18.7654381,435675303320.48737
109.03714930555554,18.7654381,-520837901907.8455
109.31468716111111,18.7654381,-1242822144602.4072
109.59222501666666,18.7654381,-522378104403.67474
109.86976287222222,18.7654381,211446470863.24524
110.14730072777778,18.7654381,-662128722642.0492
110.42483858333333,18.7654381,-2108577263457.705
110.70237643888889,18.7654381,-1439961544773.9685
110.97991429444444,18.7654381,2262916060526.329
111.25745214999999,18.7654381,6602083324045.785
111.53499000555556,18.7654381,7994302273159.376
111.8125278611111,18.7654381,5118140627474.78
112.09006571666666,18.7654381,106545452108.8843
112.36760357222222,18.7654381,-3517589376737.273
112.64514142777777,18.7654381,-3907522133252.4185
112.92267928333334,18.7654381,-2038013773245.5461
113.20021713888889,18.7654381,-214942716311.9759
113.47775499444444,18.7654381,209070163526.92636
113.75529285,18.7654381,-334050689131.69775
114.03283070555555,18.7654381,-682289724664.3029
114.3103685611111,18.7654381,-393833405022.1614
114.58790641666667,18.7654381,-10755524763.53356
114.86544427222222,18.7654381,-122640795111.18703
115.14298212777777,18.7654381,-556579585111.5935
115.42051998333334,18.7654381,-674005968379.327
115.69805783888889,18.7654381,-277322557127.573
115.97559569444445,18.7654381,124717511096.85382
116.25313355,18.7654381,41357217067.052986
116.53067140555555,18.7654381,-317174967567.7995
116.8082092611111,18.7654381,-392685626904.53296
117.08574711666667,18.7654381,-135535634775.25777
117.36328497222222,18.7654381,14547230530.551464
117.64082282777778,18.7654381,3737214770.3249125
117.91836068333333,18.7654381,141846872808.21106
118.19589853888888,18.7654381,-125552361828.05014
118.47343639444445,18.7654381,-1305179145098.0881
118.75097425,18.7654381,1118213542723.5356
119.02851210555556,18.7654381,17643902934719.543
119.30604996111111,18.7654381,48844889634605.016
119.58358781666666,18.7654381,62308891458368.52
119.86112567222222,18.7654381,10275582130216.654
120.13866352777778,18.7654381,-83159166057482.81
120.41620138333333,18.7654381,-65039664855664.97
120.6937392388889,18.7654381,179940786462746.1
120.97127709444445,18.7654381,415472023259517.9
121.24881495,18.7654381,228220627186443.0
121.52635280555556,18.7654381,-4275700776776.544
121.80389066111111,18.7654381,735800172995721.6
122.08142851666668,18.7654381,775766199857457.9
122.35896637222223,18.7654381,-2586532908104262.0
122.63650422777778,18.7654381,246476076197261.03
122.91404208333333,18.7654381,-8.558855625616866e+16
123.19157993888889,18.7654381,-1.3357208223061645e+18
123.46911779444444,18.7654381,-8.192684065100958e+18
123.74665565000001,18.7654381,-2.828471725125588e+19
124.02419350555556,18.7654381,-4.602178395005991e+19
124.30173136111111,18.7654381,6.827349764764779e+19
124.57926921666667,18.7654381,4.802521606790097e+20
124.85680707222222,18.7654381,-1.2047351442496674e+21
125.13434492777779,18.7654381,-2.7836874308044565e+22
125.41188278333334,18.7654381,-2.1031281513802594e+23
125.68942063888889,18.7654381,-1.144378129795114e+24
125.96695849444444,18.7654381,-5.175100222771476e+24
126.24449635,18.7654381,-2.061227865741588e+25
98.76824864999999,19.043001633333333,-4.0510968523168573e+24
99.04578650555554,19.043001633333333,-1.0011620287154686e+24
99.3233243611111,19.043001633333333,-2.1530770604001814e+23
99.60086221666666,19.043001633333333,-3.816326651877997e+22
99.8784000722222,19.043001633333333,-5.022562126633892e+21
100.15593792777777,19.043001633333333,-3.8033668389714697e+20
100.43347578333332,19.043001633333333,-5.386295186704391e+18
100.71101363888889,19.043001633333333,-2.1202553774473332e+16
100.98855149444444,19.043001633333333,3.8456283316860554e+18
101.26608934999999,19.043001633333333,3.547411445799177e+18
101.54362720555555,19.043001633333333,9.447926521880812e+17
101.8211650611111,19.043001633333333,-3156872461514861.5
102.09870291666665,19.043001633333333,3.973026060437145e+17
102.37624077222222,19.043001633333333,7.915118462163259e+17
102.65377862777777,19.043001633333333,7.264788593460896e+17
102.93131648333332,19.043001633333333,4.242853468495574e+17
103.20885433888888,19.043001633333333,1.6073990313709514e+17
103.48639219444443,19.043001633333333,2.8536869890074236e+16
103.76393005,19.043001633333333,-7527215832384368.0
104.04146790555555,19.043001633333333,-6005888157034457.0
104.3190057611111,19.043001633333333,-234006855226474.44
104.59654361666666,19.043001633333333,1392869427139250.2
104.87408147222222,19.043001633333333,710279176110494.6
105.15161932777777,19.043001633333333,73146247734926.61
105.42915718333333,19.043001633333333,4014172103051.6323
105.70669503888888,19.043001633333333,125304453104161.62
105.98423289444443,19.043001633333333,147596782131275.66
106.26177075,19.043001633333333,73530115787153.39
106.53930860555555,19.043001633333333,4472172684227.212
106.81684646111111,19.043001633333333,-14426194842069.014
107.09438431666666,19.043001633333333,-2576350016032.7427
107.37192217222221,19.043001633333333,9123326231334.992
107.64946002777778,19.043001633333333,9825778501529.797
107.92699788333333,19.043001633333333,4932877701952.788
108.20453573888888,19.043001633333333,1238878707875.0583
108.48207359444444,19.043001633333333,186828543218.5852
108.75961145,19.043001633333333,101765886140.35599
109.03714930555554,19.043001633333333,-118216313824.89584
109.31468716111111,19.043001633333333,-278201036803.2805
109.59222501666666,19.043001633333333,-114315029603.3542
109.86976287222222,19.043001633333333,48814825955.460915
110.14730072777778,19.043001633333333,-149685953314.00787
110.42483858333333,19.043001633333333,-474550244910.0062
110.70237643888889,19.043001633333333,-323340233489.26605
110.97991429444444,19.043001633333333,507732412677.60913
111.25745214999999,19.043001633333333,1479996702731.8008
111.53499000555556,19.043001633333333,1791147553541.1318
111.8125278611111,19.043001633333333,1146302842730.2244
112.09006571666666,19.043001633333333,23716369756.54769
112.36760357222222,19.043001633333333,-787841339596.5239
112.64514142777777,19.043001633333333,-875138267456.8215
112.92267928333334,19.043001633333333,-456510303021.28864
113.20021713888889,19.043001633333333,-48200557875.48324
113.47775499444444,19.043001633333333,46904819286.4531
113.75529285,19.043001633333333,-74609126881.5711
114.03283070555555,19.043001633333333,-152621761696.92148
114.3103685611111,19.043001633333333,-88132978695.32846
114.58790641666667,19.043001633333333,-2410617202.2140336
114.86544427222222,19.043001633333333,-27447800229.29367
115.14298212777777,19.043001633333333,-124581354705.32693
115.42051998333334,19.043001633333333,-150871163421.65485
115.69805783888889,19.043001633333333,-62074452660.88614
115.97559569444445,19.043001633333333,27912044886.355976
116.25313355,19.043001633333333,9248958299.176125
116.53067140555555,19.043001633333333,-70929285755.35501
116.8082092611111,19.043001633333333,-87675096447.59094
117.08574711666667,19.043001633333333,-30064951415.11676
117.36328497222222,19.043001633333333,3359256056.8300014
117.64082282777778,19.043001633333333,840085008.4586043
117.91836068333333,19.043001633333333,31923611610.265
118.19589853888888,19.043001633333333,-28274266997.5662
118.47343639444445,19.043001633333333,-293382810586.0401
118.75097425,19.043001633333333,252541374820.02493
119.02851210555556,19.043001633333333,3970407268857.513
119.30604996111111,19.043001633333333,10987644766245.271
119.58358781666666,19.043001633333333,14012665648103.67
119.86112567222222,19.043001633333333,2302430996138.3813
120.13866352777778,19.043001633333333,-18720224620630.094
120.41620138333333,19.043001633333333,-14638327850483.584
120.6937392388889,19.043001633333333,40499045817034.62
120.97127709444445,19.043001633333333,93515332774783.56
121.24881495,19.043001633333333,51372804741987.73
121.52635280555556,19.043001633333333,-962550851166.0315
121.80389066111111,19.043001633333333,165663007481370.2
122.08142851666668,19.043001633333333,174681474916998.66
122.35896637222223,19.043001633333333,-582489171582430.2
122.63650422777778,19.043001633333333,55518269940254.73
122.91404208333333,19.043001633333333,-1.9278486526435388e+16
123.19157993888889,19.043001633333333,-3.009073021762468e+17
123.46911779444444,19.043001633333333,-1.8458610880056148e+18
123.74665565000001,19.043001633333333,-6.373526341534402e+18
124.02419350555556,19.043001633333333,-1.0371613681759316e+19
124.30173136111111,19.043001633333333,1.538827182187975e+19
124.57926921666667,19.043001633333333,1.0825842419798553e+20
124.85680707222222,19.043001633333333,-2.716054368749237e+20
125.13434492777779,19.043001633333333,-6.276559425783092e+21
125.41188278333334,19.043001633333333,-4.742648802832154e+22
125.68942063888889,19.043001633333333,-2.5809438450245927e+23
125.96695849444444,19.043001633333333,-1.1672966633714161e+24
126.24449635,19.043001633333333,-4.64987876937091e+24
98.76824864999999,19.32056516666667,-7.486933786952823e+23
99.04578650555554,19.32056516666667,-1.8524783094885057e+23
99.3233243611111,19.32056516666667,-3.988469031573467e+22
99.60086221666666,19.32056516666667,-7.077361824871645e+21
99.8784000722222,19.32056516666667,-9.324218820163863e+20
100.15593792777777,19.32056516666667,-7.068046303978998e+19
100.43347578333332,19.32056516666667,-1.0019560508651066e+18
100.71101363888889,19.32056516666667,-3947787690218014.0
100.98855149444444,19.32056516666667,7.166928742172472e+17
101.26608934999999,19.32056516666667,6.616950228453274e+17
101.54362720555555,19.32056516666667,1.7637966489083872e+17
101.8211650611111,19.32056516666667,-589820918365946.5
102.09870291666665,19.32056516666667,7.428844815593318e+16
102.37624077222222,19.32056516666667,1.481084148711097e+17
102.65377862777777,19.32056516666667,1.360358680588912e+17
102.93131648333332,19.32056516666667,7.950275556048555e+16
103.20885433888888,19.32056516666667,3.0138859737488332e+16
103.48639219444443,19.32056516666667,5353936122068685.0
103.76393005,19.32056516666667,-1413022188288846.5
104.04146790555555,19.32056516666667,-1128034237162154.2
104.3190057611111,19.32056516666667,-43972845647171.84
104.59654361666666,19.32056516666667,261850384522671.25
104.87408147222222,19.32056516666667,133573258852128.34
105.15161932777777,19.32056516666667,13753573194237.098
105.42915718333333,19.32056516666667,755775472695.4165
105.70669503888888,19.32056516666667,23592934268800.434
105.98423289444443,19.32056516666667,27793062360715.707
106.26177075,19.32056516666667,13846413658957.012
106.53930860555555,19.32056516666667,842078599961.4507
106.81684646111111,19.32056516666667,-2715685300096.2
107.09438431666666,19.32056516666667,-484769802936.143
107.37192217222221,19.32056516666667,1715439212810.714
107.64946002777778,19.32056516666667,1845774758079.0522
107.92699788333333,19.32056516666667,926203917675.5873
108.20453573888888,19.32056516666667,234272969290.94675
108.48207359444444,19.32056516666667,37848754300.73454
108.75961145,19.32056516666667,20434961272.469395
109.03714930555554,19.32056516666667,-23049483817.206345
109.31468716111111,19.32056516666667,-53441715262.48316
109.59222501666666,19.32056516666667,-21412323053.72722
109.86976287222222,19.32056516666667,9688674106.240732
110.14730072777778,19.32056516666667,-29065755942.9046
110.42483858333333,19.32056516666667,-91708385198.71977
110.70237643888889,19.32056516666667,-62335869244.82965
110.97991429444444,19.32056516666667,97802913298.67781
111.25745214999999,19.32056516666667,284820371881.62634
111.53499000555556,19.32056516666667,344512403755.39746
111.8125278611111,19.32056516666667,220397397422.8343
112.09006571666666,19.32056516666667,4529294912.003135
112.36760357222222,19.32056516666667,-151487302312.17087
112.64514142777777,19.32056516666667,-168269752145.85046
112.92267928333334,19.32056516666667,-87794847822.73361
113.20021713888889,19.32056516666667,-9282533336.033161
113.47775499444444,19.32056516666667,9035376108.967537
113.75529285,19.32056516666667,-14304204962.505392
114.03283070555555,19.32056516666667,-29310192618.987507
114.3103685611111,19.32056516666667,-16933493319.203026
114.58790641666667,19.32056516666667,-464092056.4337442
114.86544427222222,19.32056516666667,-5274283797.429073
115.14298212777777,19.32056516666667,-23943046228.039993
115.42051998333334,19.32056516666667,-28997409641.90608
115.69805783888889,19.32056516666667,-11930444124.33272
115.97559569444445,19.32056516666667,5363793019.975596
116.25313355,19.32056516666667,1775980719.8146195
116.53067140555555,19.32056516666667,-13618680575.311829
116.8082092611111,19.32056516666667,-16804070835.59457
117.08574711666667,19.32056516666667,-5720330416.820274
117.36328497222222,19.32056516666667,667650145.6240222
117.64082282777778,19.32056516666667,162349853.85117608
117.91836068333333,19.32056516666667,6173760957.718284
118.19589853888888,19.32056516666667,-5471825998.158325
118.47343639444445,19.32056516666667,-56659783065.44691
118.75097425,19.32056516666667,49035185921.86429
119.02851210555556,19.32056516666667,767769879005.7151
119.30604996111111,19.32056516666667,2123868862253.798
119.58358781666666,19.32056516666667,2707797143297.6704
119.86112567222222,19.32056516666667,443052444658.56433
120.13866352777778,19.32056516666667,-3621639378103.875
120.41620138333333,19.32056516666667,-2831313329925.1343
120.6937392388889,19.32056516666667,7833323161057.769
120.97127709444445,19.32056516666667,18089060216318.29
121.24881495,19.32056516666667,9938284892282.3
121.52635280555556,19.32056516666667,-186228801231.77612
121.80389066111111,19.32056516666667,32055847391604.938
122.08142851666668,19.32056516666667,33805550411104.555
122.35896637222223,19.32056516666667,-112743725125282.19
122.63650422777778,19.32056516666667,10748453309602.41
122.91404208333333,19.32056516666667,-3732333147639544.5
123.19157993888889,19.32056516666667,-5.826531525145359e+16
123.46911779444444,19.32056516666667,-3.574716348412815e+17
123.74665565000001,19.32056516666667,-1.2344876348872387e+18
124.02419350555556,19.32056516666667,-2.0091732347854057e+18
124.30173136111111,19.32056516666667,2.9814311696835927e+18
124.57926921666667,19.32056516666667,2.0977817803637854e+19
124.85680707222222,19.32056516666667,-5.26381339251627e+19
125.13434492777779,19.32056516666667,-1.216597153862435e+21
125.41188278333334,19.32056516666667,-9.194093430384122e+21
125.68942063888889,19.32056516666667,-5.0041340402508835e+22
125.96695849444444,19.32056516666667,-2.2635686043014327e+23
126.24449635,19.32056516666667,-9.018112909779334e+23
98.76824864999999,19.5981287,-1.097730358267296e+23
99.04578650555554,19.5981287,-2.72020444386794e+22
99.3233243611111,19.5981287,-5.865230545735975e+21
99.60086221666666,19.5981287,-1.0422110565779632e+21
99.8784000722222,19.5981287,-1.3749225897915603e+20
100.15593792777777,19.5981287,-1.0435753588550574e+19
100.43347578333332,19.5981287,-1.4811865060244666e+17
100.71101363888889,19.5981287,-584285676469201.8
100.98855149444444,19.5981287,1.06195300388522e+17
101.26608934999999,19.5981287,9.815346488429283e+16
101.54362720555555,19.5981287,2.619103851286329e+16
101.8211650611111,19.5981287,-87672247842759.19
102.09870291666665,19.5981287,1.1053064369186902e+16
102.37624077222222,19.5981287,2.2056800158381304e+16
102.65377862777777,19.5981287,2.0276808585083028e+16
102.93131648333332,19.5981287,1.186024724487706e+16
103.20885433888888,19.5981287,4499720578459397.0
103.48639219444443,19.5981287,799945476554161.0
103.76393005,19.5981287,-211273589627573.5
104.04146790555555,19.5981287,-168774418038914.53
104.3190057611111,19.5981287,-6583149348088.435
104.59654361666666,19.5981287,39222792113431.25
104.87408147222222,19.5981287,20016803873040.473
105.15161932777777,19.5981287,2060761144025.142
105.42915718333333,19.5981287,113422031045.79184
105.70669503888888,19.5981287,3540999254568.5767
105.98423289444443,19.5981287,4172059459855.303
106.26177075,19.5981287,2078672121873.186
106.53930860555555,19.5981287,126409163677.02112
106.81684646111111,19.5981287,-407572629285.06366
107.09438431666666,19.5981287,-72720746757.36177
107.37192217222221,19.5981287,257139939204.5579
107.64946002777778,19.5981287,276395917939.57513
107.92699788333333,19.5981287,138632008030.87347
108.20453573888888,19.5981287,35356000015.880875
108.48207359444444,19.5981287,6142104347.788701
108.75961145,19.5981287,3286077946.1603823
109.03714930555554,19.5981287,-3596191893.206607
109.31468716111111,19.5981287,-8205628899.705137
109.59222501666666,19.5981287,-3195872702.0194473
109.86976287222222,19.5981287,1540137429.4198065
110.14730072777778,19.5981287,-4515816964.368623
110.42483858333333,19.5981287,-14175839772.991589
110.70237643888889,19.5981287,-9610749979.431555
110.97991429444444,19.5981287,15065681580.740261
111.25745214999999,19.5981287,43830815188.36124
111.53499000555556,19.5981287,52986857627.71618
111.8125278611111,19.5981287,33884466135.410145
112.09006571666666,19.5981287,691210679.8359278
112.36760357222222,19.5981287,-23293177686.001465
112.64514142777777,19.5981287,-25873931745.607353
112.92267928333334,19.5981287,-13503249221.217997
113.20021713888889,19.5981287,-1430067568.8947678
113.47775499444444,19.5981287,1392055325.0884895
113.75529285,19.5981287,-2192779345.9552007
114.03283070555555,19.5981287,-4501427514.509268
114.3103685611111,19.5981287,-2602047801.3041606
114.58790641666667,19.5981287,-71493025.54066813
114.86544427222222,19.5981287,-810552286.872013
115.14298212777777,19.5981287,-3680329872.1923156
115.42051998333334,19.5981287,-4457630970.582922
115.69805783888889,19.5981287,-1833994959.5170767
115.97559569444445,19.5981287,824422203.5909507
116.25313355,19.5981287,272751132.87854785
116.53067140555555,19.5981287,-2091223943.7429163
116.8082092611111,19.5981287,-2575240806.399062
117.08574711666667,19.5981287,-869399268.0442085
117.36328497222222,19.5981287,106418098.91966298
117.64082282777778,19.5981287,25131961.403985023
117.91836068333333,19.5981287,955805618.1047108
118.19589853888888,19.5981287,-847794802.2592756
118.47343639444445,19.5981287,-8758213255.830633
118.75097425,19.5981287,7626226778.813885
119.02851210555556,19.5981287,118854588443.69954
119.30604996111111,19.5981287,328638778989.5729
119.58358781666666,19.5981287,418855751503.8368
119.86112567222222,19.5981287,68203741129.759865
120.13866352777778,19.5981287,-560955786379.5704
120.41620138333333,19.5981287,-438432080848.87915
120.6937392388889,19.5981287,1213020471932.7593
120.97127709444445,19.5981287,2801409638574.7725
