Longitude,Latitude,Hg_newton_interpolated
98.76824864999999,18.7654381,2.3829742196399803e+44
99.04578650555554,18.7654381,6.083602540153075e+43
99.3233243611111,18.7654381,1.4519376166192092e+43
99.60086221666666,18.7654381,3.2041067940267813e+42
99.8784000722222,18.7654381,6.441866975365401e+41
100.15593792777777,18.7654381,1.155568283799048e+41
100.43347578333332,18.7654381,1.7923576131591682e+40
100.71101363888889,18.7654381,2.2826452272431834e+39
100.98855149444444,18.7654381,2.163707221281364e+38
101.26608934999999,18.7654381,1.2001827162863538e+37
101.54362720555555,18.7654381,1.218016138118872e+35
101.8211650611111,18.7654381,2.469655255907307e+34
102.09870291666665,18.7654381,-1.5997225602765874e+33
102.37624077222222,18.7654381,-8.341051414203404e+33
102.65377862777777,18.7654381,-1.9104463011090776e+33
102.93131648333332,18.7654381,1.5532832483634957e+32
103.20885433888888,18.7654381,5.542174833604476e+31
103.48639219444443,18.7654381,-5.584584396101873e+31
103.76393005,18.7654381,-3.11682394012286e+31
104.04146790555555,18.7654381,-6.316372288971779e+30
104.3190057611111,18.7654381,-3.8615827314101526e+29
104.59654361666666,18.7654381,-1.9546262168174212e+27
104.87408147222222,18.7654381,-5.220588314727455e+27
105.15161932777777,18.7654381,-1.5627994637344384e+27
105.42915718333333,18.7654381,-1.481697392016673e+28
105.70669503888888,18.7654381,-1.1781342455261432e+28
105.98423289444443,18.7654381,-2.999393694553935e+27
106.26177075,18.7654381,2.2981073285496816e+25
106.53930860555555,18.7654381,2.0918801934642897e+25
106.81684646111111,18.7654381,5.145116933449718e+25
107.09438431666666,18.7654381,1.2076280811977724e+26
107.37192217222221,18.7654381,3.6590030985349862e+25
107.64946002777778,18.7654381,-2.0213886542096727e+25
107.92699788333333,18.7654381,-1.0884694747952209e+25
108.20453573888888,18.7654381,-9.49688481456154e+22
108.48207359444444,18.7654381,-2.5547539585832874e+23
108.75961145,18.7654381,-2.1729021284636754e+23
109.03714930555554,18.7654381,-1.4272834902569337e+22
109.31468716111111,18.7654381,-6.988788581690952e+22
109.59222501666666,18.7654381,3.6261781175280447e+19
109.86976287222222,18.7654381,1.6239178966162568e+24
110.14730072777778,18.7654381,1.3621274245048468e+25
110.42483858333333,18.7654381,3.99743935083064e+25
110.70237643888889,18.7654381,6.295839015760838e+25
110.97991429444444,18.7654381,5.903937628466669e+25
111.25745214999999,18.7654381,3.096336753748749e+25
111.53499000555556,18.7654381,5.635066648342656e+24
111.8125278611111,18.7654381,-4.491695099290807e+23
112.09006571666666,18.7654381,3.507150319115988e+24
112.36760357222222,18.7654381,3.8046186063390105e+24
112.64514142777777,18.7654381,8.176427546618889e+23
112.92267928333334,18.7654381,-1.2502355340936345e+23
113.20021713888889,18.7654381,-2.587531385625743e+21
113.47775499444444,18.7654381,4.556008709273782e+23
113.75529285,18.7654381,-9.680484874595748e+23
114.03283070555555,18.7654381,-3.1062127197392933e+25
114.3103685611111,18.7654381,-1.3005498158006605e+26
114.58790641666667,18.7654381,-2.6281981028058674e+26
114.86544427222222,18.7654381,-2.4640029665520957e+26
115.14298212777777,18.7654381,1.3870491273018462e+26
115.42051998333334,18.7654381,8.687230829281466e+26
115.69805783888889,18.7654381,1.5316470180652397e+27
115.97559569444445,18.7654381,1.6033892026293144e+27
116.25313355,18.7654381,9.816949299210275e+26
116.53067140555555,18.7654381,2.0424421064508686e+26
116.8082092611111,18.7654381,-2.646817989298044e+24
117.08574711666667,18.7654381,5.4512613886126656e+26
117.36328497222222,18.7654381,1.2798728607457567e+27
117.64082282777778,18.7654381,1.470861219190891e+27
117.91836068333333,18.7654381,9.649081160385733e+26
118.19589853888888,18.7654381,2.5071640398073543e+26
118.47343639444445,18.7654381,-1.4857664730858925e+26
118.75097425,18.7654381,-1.6675411651121707e+26
119.02851210555556,18.7654381,-6.00873768857028e+25
119.30604996111111,18.7654381,-6.688677930486972e+24
119.58358781666666,18.7654381,-1.6428506557595907e+22
119.86112567222222,18.7654381,8.03822010387277e+22
120.13866352777778,18.7654381,7.103270499918533e+20
120.41620138333333,18.7654381,1.3550435429444066e+22
120.6937392388889,18.7654381,1.991054105215448e+24
120.97127709444445,18.7654381,-3.0473383945412055e+25
121.24881495,18.7654381,-5.878119354840536e+26
121.52635280555556,18.7654381,-2.942146611596584e+27
121.80389066111111,18.7654381,-7.029923181666659e+27
122.08142851666668,18.7654381,-8.47707868286547e+27
122.35896637222223,18.7654381,-3.945140887598215e+27
122.63650422777778,18.7654381,6.327966093932465e+25
122.91404208333333,18.7654381,1.7763714187763673e+26
123.19157993888889,18.7654381,2.0216907789947056e+27
123.46911779444444,18.7654381,-2.222349293857653e+28
123.74665565000001,18.7654381,-4.364784100670132e+28
124.02419350555556,18.7654381,6.8748953742752285e+28
124.30173136111111,18.7654381,2.0828993028434776e+28
124.57926921666667,18.7654381,1.1830873522927254e+28
124.85680707222222,18.7654381,1.4661126458292537e+29
125.13434492777779,18.7654381,-2.1774730345596653e+32
125.41188278333334,18.7654381,-1.5560379413337517e+34
125.68942063888889,18.7654381,-3.854237142111895e+35
125.96695849444444,18.7654381,-5.696149020710164e+36
126.24449635,18.7654381,-6.080571094622007e+37
98.76824864999999,19.043001633333333,4.734388918921183e+43
99.04578650555554,19.043001633333333,1.208652647433763e+43
99.3233243611111,19.043001633333333,2.8845921505013405e+42
99.60086221666666,19.043001633333333,6.365593176364658e+41
99.8784000722222,19.043001633333333,1.2797899022237458e+41
100.15593792777777,19.043001633333333,2.295710353052939e+40
100.43347578333332,19.043001633333333,3.560738895405827e+39
100.71101363888889,19.043001633333333,4.534685599275611e+38
100.98855149444444,19.043001633333333,4.298329676937283e+37
101.26608934999999,19.043001633333333,2.3841853832586495e+36
101.54362720555555,19.043001633333333,2.4195567054331524e+34
101.8211650611111,19.043001633333333,4.905773594390757e+33
102.09870291666665,19.043001633333333,-3.1776201197180126e+32
102.37624077222222,19.043001633333333,-1.6567658408216914e+33
102.65377862777777,19.043001633333333,-3.794492904428323e+32
102.93131648333332,19.043001633333333,3.084902570231607e+31
103.20885433888888,19.043001633333333,1.1006066570640137e+31
103.48639219444443,19.043001633333333,-1.108880821305919e+31
103.76393005,19.043001633333333,-6.187422294450707e+30
104.04146790555555,19.043001633333333,-1.2533408070043426e+30
104.3190057611111,19.043001633333333,-7.651393832044608e+28
104.59654361666666,19.043001633333333,-3.9826764838688214e+26
104.87408147222222,19.043001633333333,-1.0395641830454758e+27
105.15161932777777,19.043001633333333,-3.108655050747202e+26
105.42915718333333,19.043001633333333,-2.9461923796141334e+27
105.70669503888888,19.043001633333333,-2.3421241134529454e+27
105.98423289444443,19.043001633333333,-5.96204809543164e+26
106.26177075,19.043001633333333,4.567685652383887e+24
106.53930860555555,19.043001633333333,4.157541393895894e+24
106.81684646111111,19.043001633333333,1.0225285274773166e+25
107.09438431666666,19.043001633333333,2.399929423414287e+25
107.37192217222221,19.043001633333333,7.271382430560439e+24
107.64946002777778,19.043001633333333,-4.016952765738022e+24
107.92699788333333,19.043001633333333,-2.163019605562394e+24
108.20453573888888,19.043001633333333,-1.8872534293944038e+22
108.48207359444444,19.043001633333333,-5.077157768423626e+22
108.75961145,19.043001633333333,-4.319250842201148e+22
109.03714930555554,19.043001633333333,-2.8250553152150186e+21
109.31468716111111,19.043001633333333,-1.3879974653411254e+22
109.59222501666666,19.043001633333333,7.202836778054351e+18
109.86976287222222,19.043001633333333,3.2257962675685736e+23
110.14730072777778,19.043001633333333,2.7057999611796506e+24
110.42483858333333,19.043001633333333,7.940709269328581e+24
110.70237643888889,19.043001633333333,1.2506260594265687e+25
110.97991429444444,19.043001633333333,1.1727626382177668e+25
111.25745214999999,19.043001633333333,6.150487849262375e+24
111.53499000555556,19.043001633333333,1.1193144349339154e+24
