Longitude,Latitude,Cd_newton_interpolated
98.76824864999999,18.7654381,-8.300244441175294e+44
99.04578650555554,18.7654381,-2.1190122726520287e+44
99.3233243611111,18.7654381,-5.057335946550038e+43
99.60086221666666,18.7654381,-1.1160461676429712e+43
99.8784000722222,18.7654381,-2.2438220230691706e+42
100.15593792777777,18.7654381,-4.025074433032269e+41
100.43347578333332,18.7654381,-6.243165130838819e+40
100.71101363888889,18.7654381,-7.950980352698925e+39
100.98855149444444,18.7654381,-7.536733691984764e+38
101.26608934999999,18.7654381,-4.1805636621106613e+37
101.54362720555555,18.7654381,-4.242714448346114e+35
101.8211650611111,18.7654381,-8.602625527202247e+34
102.09870291666665,18.7654381,5.572423688422076e+33
102.37624077222222,18.7654381,2.9055356333318843e+34
102.65377862777777,18.7654381,6.654997102399779e+33
102.93131648333332,18.7654381,-5.410954158381688e+32
103.20885433888888,18.7654381,-1.9307127198798607e+32
103.48639219444443,18.7654381,1.9455829291158474e+32
103.76393005,18.7654381,1.0859436020853223e+32
104.04146790555555,18.7654381,2.201083830913363e+31
104.3190057611111,18.7654381,1.3463907109335207e+30
104.59654361666666,18.7654381,6.741881835644543e+27
104.87408147222222,18.7654381,1.8167861694288454e+28
105.15161932777777,18.7654381,5.440817355383431e+27
105.42915718333333,18.7654381,5.159214019050032e+28
105.70669503888888,18.7654381,4.102524064924019e+28
105.98423289444443,18.7654381,1.0445025827514466e+28
106.26177075,18.7654381,-8.003125195236503e+25
106.53930860555555,18.7654381,-7.285102151274464e+25
106.81684646111111,18.7654381,-1.7918483498735684e+26
107.09438431666666,18.7654381,-4.205762586067008e+26
107.37192217222221,18.7654381,-1.2743205388838878e+26
107.64946002777778,18.7654381,7.039942691874953e+25
107.92699788333333,18.7654381,3.790862674067998e+25
108.20453573888888,18.7654381,3.3075345456116326e+23
108.48207359444444,18.7654381,8.897576145967731e+23
108.75961145,18.7654381,7.567541887337054e+23
109.03714930555554,18.7654381,4.972846896325458e+22
109.31468716111111,18.7654381,2.434197336654959e+23
109.59222501666666,18.7654381,-1.2629826718092506e+20
109.86976287222222,18.7654381,-5.656025536243832e+24
110.14730072777778,18.7654381,-4.744224783115098e+25
110.42483858333333,18.7654381,-1.3922912244224304e+26
110.70237643888889,18.7654381,-2.192818595147329e+26
110.97991429444444,18.7654381,-2.0563254151156156e+26
111.25745214999999,18.7654381,-1.0784482619449264e+26
111.53499000555556,18.7654381,-1.9626879311563627e+25
111.8125278611111,18.7654381,1.564456640636982e+24
112.09006571666666,18.7654381,-1.2215427779776229e+25
112.36760357222222,18.7654381,-1.3251540639847698e+25
112.64514142777777,18.7654381,-2.847865817420204e+24
112.92267928333334,18.7654381,4.354592057492708e+23
113.20021713888889,18.7654381,9.012141320085816e+21
113.47775499444444,18.7654381,-1.5869133492767855e+24
113.75529285,18.7654381,3.371814722893472e+24
114.03283070555555,18.7654381,1.0819282122490913e+26
114.3103685611111,18.7654381,4.5299720945601905e+26
114.58790641666667,18.7654381,9.154364898910243e+26
114.86544427222222,18.7654381,8.582487039915494e+26
115.14298212777777,18.7654381,-4.831319734145747e+26
115.42051998333334,18.7654381,-3.025920446907866e+27
115.69805783888889,18.7654381,-5.335034848279356e+27
115.97559569444445,18.7654381,-5.584961642931459e+27
116.25313355,18.7654381,-3.419485238217742e+27
116.53067140555555,18.7654381,-7.114382345123279e+26
116.8082092611111,18.7654381,9.219665087894895e+24
117.08574711666667,18.7654381,-1.8988563771872188e+27
117.36328497222222,18.7654381,-4.458270821680876e+27
117.64082282777778,18.7654381,-5.123613028241549e+27
117.91836068333333,18.7654381,-3.3612132593335806e+27
118.19589853888888,18.7654381,-8.733707100793735e+26
118.47343639444445,18.7654381,5.17573171923422e+26
118.75097425,18.7654381,5.808985438134605e+26
119.02851210555556,18.7654381,2.0931379499936827e+26
119.30604996111111,18.7654381,2.3296359293796514e+25
119.58358781666666,18.7654381,5.708180522111194e+22
119.86112567222222,18.7654381,-2.8060943309327723e+23
120.13866352777778,18.7654381,-2.480888860478626e+21
120.41620138333333,18.7654381,-4.77985475415441e+22
120.6937392388889,18.7654381,-6.903572258716169e+24
120.97127709444445,18.7654381,1.0604995749923499e+26
121.24881495,18.7654381,2.0457475863670452e+27
121.52635280555556,18.7654381,1.0241315114336267e+28
121.80389066111111,18.7654381,2.4473304636738993e+28
122.08142851666668,18.7654381,2.9513613777708564e+28
122.35896637222223,18.7654381,1.3736085929723689e+28
122.63650422777778,18.7654381,-2.2033461207234407e+26
122.91404208333333,18.7654381,-6.18537913996635e+26
123.19157993888889,18.7654381,-7.039768326577724e+27
123.46911779444444,18.7654381,7.738645728578545e+28
123.74665565000001,18.7654381,1.5199275019732433e+29
124.02419350555556,18.7654381,-2.394045929556098e+29
124.30173136111111,18.7654381,-7.2533730568564225e+28
124.57926921666667,18.7654381,-4.119961650923196e+28
124.85680707222222,18.7654381,-5.105611100203725e+29
125.13434492777779,18.7654381,7.582924308638743e+32
125.41188278333334,18.7654381,5.418851624942774e+34
125.68942063888889,18.7654381,1.3422342428135132e+36
125.96695849444444,18.7654381,1.9836897257018967e+37
126.24449635,18.7654381,2.11757620227671e+38
98.76824864999999,19.043001633333333,-1.6490632481654377e+44
99.04578650555554,19.043001633333333,-4.2099412368751906e+43
99.3233243611111,19.043001633333333,-1.004755050825992e+43
99.60086221666666,19.043001633333333,-2.217257038524933e+42
99.8784000722222,19.043001633333333,-4.4577670911484846e+41
100.15593792777777,19.043001633333333,-7.996454986112088e+40
100.43347578333332,19.043001633333333,-1.2402877515315175e+40
100.71101363888889,19.043001633333333,-1.5795438548242666e+39
100.98855149444444,19.043001633333333,-1.4972238146690112e+38
101.26608934999999,19.043001633333333,-8.304814170586537e+36
101.54362720555555,19.043001633333333,-8.428088772051157e+34
101.8211650611111,19.043001633333333,-1.7088535808800557e+34
102.09870291666665,19.043001633333333,1.1068894795493762e+33
102.37624077222222,19.043001633333333,5.771245570318512e+33
102.65377862777777,19.043001633333333,1.3218130596572832e+33
102.93131648333332,19.043001633333333,-1.0746529279408285e+32
103.20885433888888,19.043001633333333,-3.8341896825037797e+31
103.48639219444443,19.043001633333333,3.8632112046495725e+31
103.76393005,19.043001633333333,2.1558104687802944e+31
104.04146790555555,19.043001633333333,4.3676336481895165e+30
104.3190057611111,19.043001633333333,2.6678561391402412e+29
104.59654361666666,19.043001633333333,1.3736582797776856e+27
104.87408147222222,19.043001633333333,3.6176578622491887e+27
105.15161932777777,19.043001633333333,1.0822548797833575e+27
105.42915718333333,19.043001633333333,1.0258480539562054e+28
105.70669503888888,19.043001633333333,8.155772339753228e+27
105.98423289444443,19.043001633333333,2.0762082791253577e+27
106.26177075,19.043001633333333,-1.5906890602947108e+25
