Longitude,Latitude,Pb_newton_interpolated
98.76824864999999,18.7654381,6.35696455756414e+45
99.04578650555554,18.7654381,1.6226240425474003e+45
99.3233243611111,18.7654381,3.871903625586757e+44
99.60086221666666,18.7654381,8.542692758505121e+43
99.8784000722222,18.7654381,1.717121611925561e+43
100.15593792777777,18.7654381,3.0794622805714645e+42
100.43347578333332,18.7654381,4.775074024907801e+41
100.71101363888889,18.7654381,6.079295997072908e+40
100.98855149444444,18.7654381,5.76039427278741e+39
101.26608934999999,18.7654381,3.1938477525139433e+38
101.54362720555555,18.7654381,3.239666284467524e+36
101.8211650611111,18.7654381,6.5647980743404346e+35
102.09870291666665,18.7654381,-4.249233933839265e+34
102.37624077222222,18.7654381,-2.21354980080659e+35
102.65377862777777,18.7654381,-5.063996601487148e+34
102.93131648333332,18.7654381,4.110830964934715e+33
103.20885433888888,18.7654381,1.4635437604183955e+33
103.48639219444443,18.7654381,-1.4698644053721983e+33
103.76393005,18.7654381,-8.157693819866153e+32
104.04146790555555,18.7654381,-1.634219601612442e+32
104.3190057611111,18.7654381,-9.619099525178885e+30
104.59654361666666,18.7654381,-8.574169242798674e+28
104.87408147222222,18.7654381,-1.4746716257745798e+29
105.15161932777777,18.7654381,-4.301709666017033e+28
105.42915718333333,18.7654381,-4.0405358606604224e+29
105.70669503888888,18.7654381,-3.197193869374818e+29
105.98423289444443,18.7654381,-8.115434040178911e+28
106.26177075,18.7654381,6.205320572444738e+26
106.53930860555555,18.7654381,5.6400485492178334e+26
106.81684646111111,18.7654381,1.385607424536249e+27
107.09438431666666,18.7654381,3.24917089288206e+27
107.37192217222221,18.7654381,9.83691806098524e+26
107.64946002777778,18.7654381,-5.43051791266738e+26
107.92699788333333,18.7654381,-2.9222541416503437e+26
108.20453573888888,18.7654381,-2.5478582380872967e+24
108.48207359444444,18.7654381,-6.847556804567377e+24
108.75961145,18.7654381,-5.811696239312235e+24
109.03714930555554,18.7654381,-3.9335332762160595e+23
109.31468716111111,18.7654381,-1.879437902091731e+24
109.59222501666666,18.7654381,9.736552377979158e+20
109.86976287222222,18.7654381,4.357254695302789e+25
110.14730072777778,18.7654381,3.653096942872589e+26
110.42483858333333,18.7654381,1.071677091129875e+27
110.70237643888889,18.7654381,1.6873205566431008e+27
110.97991429444444,18.7654381,1.5818353768822472e+27
111.25745214999999,18.7654381,8.293757583354794e+26
111.53499000555556,18.7654381,1.5090029550630148e+26
111.8125278611111,18.7654381,-1.2025139128852796e+25
112.09006571666666,18.7654381,9.386853888906838e+25
112.36760357222222,18.7654381,1.0180128172566267e+26
112.64514142777777,18.7654381,2.1870431555475033e+25
112.92267928333334,18.7654381,-3.342346169371639e+24
113.20021713888889,18.7654381,-6.89641881958375e+22
113.47775499444444,18.7654381,1.2197980650290144e+25
113.75529285,18.7654381,-2.589378405999006e+25
114.03283070555555,18.7654381,-8.305019162646716e+26
114.3103685611111,18.7654381,-3.47604932989876e+27
114.58790641666667,18.7654381,-7.02224675423788e+27
114.86544427222222,18.7654381,-6.581395832607743e+27
115.14298212777777,18.7654381,3.703583168079301e+27
115.42051998333334,18.7654381,2.318761748643862e+28
115.69805783888889,18.7654381,4.086633244049875e+28
115.97559569444445,18.7654381,4.276241813692245e+28
116.25313355,18.7654381,2.6169538532462866e+28
116.53067140555555,18.7654381,5.441768449410213e+27
116.8082092611111,18.7654381,-7.04778688120241e+25
117.08574711666667,18.7654381,1.4505145239519026e+28
117.36328497222222,18.7654381,3.4027708546826525e+28
117.64082282777778,18.7654381,3.9066311062071467e+28
117.91836068333333,18.7654381,2.55960672658218e+28
118.19589853888888,18.7654381,6.639924245569929e+27
118.47343639444445,18.7654381,-3.926049009266173e+27
118.75097425,18.7654381,-4.3914420372605375e+27
119.02851210555556,18.7654381,-1.572879912230546e+27
119.30604996111111,18.7654381,-1.7246819227781838e+26
119.58358781666666,18.7654381,-3.6511679879450724e+23
119.86112567222222,18.7654381,2.264169888397883e+24
120.13866352777778,18.7654381,1.9739750924021314e+22
120.41620138333333,18.7654381,4.717986905082569e+23
120.6937392388889,18.7654381,3.240475525723602e+25
120.97127709444445,18.7654381,-1.0804783444173357e+27
121.24881495,18.7654381,-1.709335345391202e+28
121.52635280555556,18.7654381,-8.258779712010378e+28
121.80389066111111,18.7654381,-1.9458151157601785e+29
122.08142851666668,18.7654381,-2.328976773269976e+29
122.35896637222223,18.7654381,-1.0789153208041774e+29
122.63650422777778,18.7654381,1.7251884334285496e+27
122.91404208333333,18.7654381,4.8320114301759493e+27
123.19157993888889,18.7654381,5.489941611713826e+28
123.46911779444444,18.7654381,-6.0267573523517296e+29
123.74665565000001,18.7654381,-1.1824018900281135e+30
124.02419350555556,18.7654381,1.8607233671697934e+30
124.30173136111111,18.7654381,5.6332565366026544e+29
124.57926921666667,18.7654381,3.197655540237354e+29
124.85680707222222,18.7654381,3.960443103137066e+30
125.13434492777779,18.7654381,-5.879241591182871e+33
125.41188278333334,18.7654381,-4.199578331026962e+35
125.68942063888889,18.7654381,-1.0398280125069495e+37
125.96695849444444,18.7654381,-1.536240580888707e+38
126.24449635,18.7654381,-1.639425331334192e+39
98.76824864999999,19.043001633333333,1.2626091410017004e+45
99.04578650555554,19.043001633333333,3.2227734028143485e+44
99.3233243611111,19.043001633333333,7.690039220167172e+43
99.60086221666666,19.043001633333333,1.696642311545427e+43
99.8784000722222,19.043001633333333,3.4102583536449344e+42
100.15593792777777,19.043001633333333,6.115767007931071e+41
100.43347578333332,19.043001633333333,9.482981233792422e+40
100.71101363888889,19.043001633333333,1.2072730775082095e+40
100.98855149444444,19.043001633333333,1.1439058922020201e+39
101.26608934999999,19.043001633333333,6.342145349577931e+37
101.54362720555555,19.043001633333333,6.432853495242554e+35
101.8211650611111,19.043001633333333,1.3034756853105738e+35
102.09870291666665,19.043001633333333,-8.43657338573996e+33
102.37624077222222,19.043001633333333,-4.394532995748605e+34
102.65377862777777,19.043001633333333,-1.005255310229056e+34
102.93131648333332,19.043001633333333,8.159421969572183e+32
103.20885433888888,19.043001633333333,2.9044354666271767e+32
103.48639219444443,19.043001633333333,-2.916238230150131e+32
103.76393005,19.043001633333333,-1.6178111888924571e+32
104.04146790555555,19.043001633333333,-3.238086501400798e+31
104.3190057611111,19.043001633333333,-1.9003294906036614e+30
104.59654361666666,19.043001633333333,-1.7519434675931015e+28
104.87408147222222,19.043001633333333,-2.9405825881938233e+28
105.15161932777777,19.043001633333333,-8.562248092757894e+27
105.42915718333333,19.043001633333333,-8.036947423349643e+28
105.70669503888888,19.043001633333333,-6.357194018261493e+28
105.98423289444443,19.043001633333333,-1.6132828908925967e+28
106.26177075,19.043001633333333,1.2333741598131838e+26
106.53930860555555,19.043001633333333,1.1208882690738288e+26
106.81684646111111,19.043001633333333,2.7534622612039214e+26
107.09438431666666,19.043001633333333,6.456212522802536e+26
107.37192217222221,19.043001633333333,1.954498081761606e+26
107.64946002777778,19.043001633333333,-1.0789252204877687e+26
107.92699788333333,19.043001633333333,-5.8055526664075554e+25
108.20453573888888,19.043001633333333,-5.0614652740708995e+23
108.48207359444444,19.043001633333333,-1.360217347422968e+24
108.75961145,19.043001633333333,-1.1543198334328028e+24
109.03714930555554,19.043001633333333,-7.822149563332167e+22
109.31468716111111,19.043001633333333,-3.733591624319605e+23
109.59222501666666,19.043001633333333,1.934038877462806e+20
109.86976287222222,19.043001633333333,8.654636477220979e+24
110.14730072777778,19.043001633333333,7.255658438213074e+25
110.42483858333333,19.043001633333333,2.1284364345015053e+26
110.70237643888889,19.043001633333333,3.3510105839469295e+26
110.97991429444444,19.043001633333333,3.141381847853931e+26
111.25745214999999,19.043001633333333,1.6469913988700992e+26
111.53499000555556,19.043001633333333,2.996466387170139e+25
111.8125278611111,19.043001633333333,-2.3877386652759561e+24
112.09006571666666,19.043001633333333,1.863763744565841e+25
112.36760357222222,19.043001633333333,2.021120656906738e+25
112.64514142777777,19.043001633333333,4.3416158235572385e+24
112.92267928333334,19.043001633333333,-6.633725256285134e+23
113.20021713888889,19.043001633333333,-1.3667890188960812e+22
113.47775499444444,19.043001633333333,2.423081680527436e+24
113.75529285,19.043001633333333,-5.141663872457839e+24
114.03283070555555,19.043001633333333,-1.6488620169347792e+26
114.3103685611111,19.043001633333333,-6.900574173907038e+26
114.58790641666667,19.043001633333333,-1.3939180130517837e+27
114.86544427222222,19.043001633333333,-1.3062997935213586e+27
115.14298212777777,19.043001633333333,7.350393374378889e+26
115.42051998333334,19.043001633333333,4.6015813695940355e+27
115.69805783888889,19.043001633333333,8.109186642585065e+27
115.97559569444445,19.043001633333333,8.484615587490862e+27
116.25313355,19.043001633333333,5.191842176445566e+27
116.53067140555555,19.043001633333333,1.0794882666600821e+27
116.8082092611111,19.043001633333333,-1.3979125311331011e+25
117.08574711666667,19.043001633333333,2.8767086699864507e+27
117.36328497222222,19.043001633333333,6.747634818119099e+27
117.64082282777778,19.043001633333333,7.7458276124596e+27
117.91836068333333,19.043001633333333,5.07450505380137e+27
118.19589853888888,19.043001633333333,1.316325410723602e+27
118.47343639444445,19.043001633333333,-7.783950090498098e+26
118.75097425,19.043001633333333,-8.711026368463472e+26
119.02851210555556,19.043001633333333,-3.125452774019948e+26
119.30604996111111,19.043001633333333,-3.4515407948954464e+25
119.58358781666666,19.043001633333333,-8.084826125995903e+22
119.86112567222222,19.043001633333333,4.2056802708039606e+23
120.13866352777778,19.043001633333333,3.636372705659258e+21
120.41620138333333,19.043001633333333,6.863111096697006e+22
120.6937392388889,19.043001633333333,7.980089033851392e+24
120.97127709444445,19.043001633333333,-2.1324222691081555e+26
121.24881495,19.043001633333333,-3.4299470144801054e+27
121.52635280555556,19.043001633333333,-1.6561268923825809e+28
121.80389066111111,19.043001633333333,-3.896653232851706e+28
122.08142851666668,19.043001633333333,-4.658711795447847e+28
122.35896637222223,19.043001633333333,-2.156291709846432e+28
122.63650422777778,19.043001633333333,3.4455606353466465e+26
122.91404208333333,19.043001633333333,9.645304129622688e+26
123.19157993888889,19.043001633333333,1.0953818538218536e+28
123.46911779444444,19.043001633333333,-1.2020574819518094e+29
123.74665565000001,19.043001633333333,-2.3576330144148124e+29
124.02419350555556,19.043001633333333,3.7092196240933495e+29
124.30173136111111,19.043001633333333,1.1227053521203434e+29
124.57926921666667,19.043001633333333,6.371713083728829e+28
124.85680707222222,19.043001633333333,7.890362361027314e+29
125.13434492777779,19.043001633333333,-1.1711476533643065e+33
125.41188278333334,19.043001633333333,-8.364506416107136e+34
125.68942063888889,19.043001633333333,-2.0708393661297024e+36
125.96695849444444,19.043001633333333,-3.059140854310204e+37
126.24449635,19.043001633333333,-3.2643112766719152e+38
98.76824864999999,19.32056516666667,2.2104678306595546e+44
99.04578650555554,19.32056516666667,5.642049091554527e+43
99.3233243611111,19.32056516666667,1.3462534854293406e+43
99.60086221666666,19.32056516666667,2.970154609121071e+42
99.8784000722222,19.32056516666667,5.969881176018506e+41
100.15593792777777,19.32056516666667,1.0705772227095503e+41
100.43347578333332,19.32056516666667,1.6599670074998195e+40
100.71101363888889,19.32056516666667,2.1132271367305647e+39
100.98855149444444,19.32056516666667,2.0022363883521495e+38
101.26608934999999,19.32056516666667,1.1100524874039291e+37
101.54362720555555,19.32056516666667,1.1258760315665241e+35
101.8211650611111,19.32056516666667,2.2812136838025267e+34
102.09870291666665,19.32056516666667,-1.476388423354553e+33
102.37624077222222,19.32056516666667,-7.689753982397653e+33
102.65377862777777,19.32056516666667,-1.758863760479319e+33
102.93131648333332,19.32056516666667,1.427439357172181e+32
103.20885433888888,19.32056516666667,5.080195219917348e+31
103.48639219444443,19.32056516666667,-5.099444489706876e+31
103.76393005,19.32056516666667,-2.8276679010972713e+31
104.04146790555555,19.32056516666667,-5.654286866020623e+30
104.3190057611111,19.32056516666667,-3.3077625496992395e+29
104.59654361666666,19.32056516666667,-3.1586951958680453e+27
104.87408147222222,19.32056516666667,-5.16970993965788e+27
105.15161932777777,19.32056516666667,-1.502378603027574e+27
105.42915718333333,19.32056516666667,-1.4091851468600803e+28
105.70669503888888,19.32056516666667,-1.1142316538798208e+28
105.98423289444443,19.32056516666667,-2.8269318123381525e+27
106.26177075,19.32056516666667,2.160856321544559e+25
106.53930860555555,19.32056516666667,1.9635306590936814e+25
106.81684646111111,19.32056516666667,4.822919660657222e+25
107.09438431666666,19.32056516666667,1.1307627831545434e+26
107.37192217222221,19.32056516666667,3.4229180409133473e+25
107.64946002777778,19.32056516666667,-1.8893966754769884e+25
107.92699788333333,19.32056516666667,-1.0165935056012495e+25
108.20453573888888,19.32056516666667,-8.862400327749515e+22
108.48207359444444,19.32056516666667,-2.3814936035759433e+23
108.75961145,19.32056516666667,-2.020716016985756e+23
109.03714930555554,19.32056516666667,-1.3714812600060215e+22
109.31468716111111,19.32056516666667,-6.537478535080164e+22
109.59222501666666,19.32056516666667,3.3861014449415725e+19
109.86976287222222,19.32056516666667,1.5151446557161595e+24
110.14730072777778,19.32056516666667,1.2701574538430758e+25
110.42483858333333,19.32056516666667,3.7257917328590118e+25
110.70237643888889,19.32056516666667,5.865583897124559e+25
110.97991429444444,19.32056516666667,5.498362819286977e+25
111.25745214999999,19.32056516666667,2.8825725152837162e+25
111.53499000555556,19.32056516666667,5.244123455731252e+24
111.8125278611111,19.32056516666667,-4.178517503527094e+23
112.09006571666666,19.32056516666667,3.261323323324564e+24
112.36760357222222,19.32056516666667,3.5363463319003227e+24
112.64514142777777,19.32056516666667,7.595487517959166e+23
112.92267928333334,19.32056516666667,-1.160232116483297e+23
113.20021713888889,19.32056516666667,-2.3858000114991523e+21
113.47775499444444,19.32056516666667,4.2429858874937946e+23
113.75529285,19.32056516666667,-8.998635557949845e+23
114.03283070555555,19.32056516666667,-2.885181971195975e+25
114.3103685611111,19.32056516666667,-1.2073068310864513e+26
114.58790641666667,19.32056516666667,-2.438495428790099e+26
114.86544427222222,19.32056516666667,-2.284981585607203e+26
115.14298212777777,19.32056516666667,1.28559991410054e+26
115.42051998333334,19.32056516666667,8.047419582555136e+26
115.69805783888889,19.32056516666667,1.4180093959072434e+27
115.97559569444445,19.32056516666667,1.4834865288671483e+27
116.25313355,19.32056516666667,9.076521547464837e+26
116.53067140555555,19.32056516666667,1.8869442305186466e+26
116.8082092611111,19.32056516666667,-2.443211574134419e+24
117.08574711666667,19.32056516666667,5.027062116977772e+26
117.36328497222222,19.32056516666667,1.1789803845227711e+27
117.64082282777778,19.32056516666667,1.3532037519459565e+27
117.91836068333333,19.32056516666667,8.864269791298356e+26
118.19589853888888,19.32056516666667,2.2993358256213987e+26
118.47343639444445,19.32056516666667,-1.3599386044321637e+26
118.75097425,19.32056516666667,-1.5230222947401885e+26
119.02851210555556,19.32056516666667,-5.477603474023582e+25
119.30604996111111,19.32056516666667,-6.106680797085489e+24
119.58358781666666,19.32056516666667,-1.6104139943257175e+22
119.86112567222222,19.32056516666667,6.692141153634265e+22
120.13866352777778,19.32056516666667,5.714738478794323e+20
120.41620138333333,19.32056516666667,6.234802632780379e+21
120.6937392388889,19.32056516666667,1.764199995961104e+24
120.97127709444445,19.32056516666667,-3.6810550149078054e+25
121.24881495,19.32056516666667,-6.072937970967437e+26
121.52635280555556,19.32056516666667,-2.932035035959832e+27
121.80389066111111,19.32056516666667,-6.88892447615443e+27
122.08142851666668,19.32056516666667,-8.225679694296084e+27
122.35896637222223,19.32056516666667,-3.80339116209086e+27
122.63650422777778,19.32056516666667,6.072581178619403e+25
122.91404208333333,19.32056516666667,1.6988276632020098e+26
123.19157993888889,19.32056516666667,1.9282858144637213e+27
123.46911779444444,19.32056516666667,-2.115160501088839e+28
123.74665565000001,19.32056516666667,-4.1470292969888834e+28
124.02419350555556,19.32056516666667,6.522440969543961e+28
124.30173136111111,19.32056516666667,1.9736906533291665e+28
124.57926921666667,19.32056516666667,1.1198773554954482e+28
124.85680707222222,19.32056516666667,1.3865151647094433e+29
125.13434492777779,19.32056516666667,-2.0576098893129733e+32
125.41188278333334,19.32056516666667,-1.469345735296919e+34
125.68942063888889,19.32056516666667,-3.63722033579983e+35
125.96695849444444,19.32056516666667,-5.372399920319889e+36
126.24449635,19.32056516666667,-5.732068170390749e+37
98.76824864999999,19.5981287,3.2527173831695857e+43
99.04578650555554,19.5981287,8.30213244370712e+42
99.3233243611111,19.5981287,1.9809322274889216e+42
99.60086221666666,19.5981287,4.370297748601839e+41
99.8784000722222,19.5981287,8.783870747705996e+40
100.15593792777777,19.5981287,1.5751628442765537e+40
