Longitude,Latitude,Cd_linear_interpolated
98.76824864999999,18.7654381,0.45
99.04578650555554,18.7654381,0.45
99.3233243611111,18.7654381,0.45
99.60086221666666,18.7654381,0.45
99.8784000722222,18.7654381,0.49
100.15593792777777,18.7654381,0.49
100.43347578333332,18.7654381,0.49
100.71101363888889,18.7654381,0.49
100.98855149444444,18.7654381,0.49
101.26608934999999,18.7654381,0.49
101.54362720555555,18.7654381,0.3073481937090719
101.8211650611111,18.7654381,0.3073481937090719
102.09870291666665,18.7654381,0.35
102.37624077222222,18.7654381,0.35
102.65377862777777,18.7654381,0.35
102.93131648333332,18.7654381,0.54
103.20885433888888,18.7654381,0.26
103.48639219444443,18.7654381,0.26
103.76393005,18.7654381,0.26
104.04146790555555,18.7654381,0.26
104.3190057611111,18.7654381,0.26
104.59654361666666,18.7654381,0.51
104.87408147222222,18.7654381,0.51
105.15161932777777,18.7654381,0.51
105.42915718333333,18.7654381,0.51
105.70669503888888,18.7654381,0.39
105.98423289444443,18.7654381,0.39
106.26177075,18.7654381,0.41
106.53930860555555,18.7654381,0.72
106.81684646111111,18.7654381,0.72
107.09438431666666,18.7654381,0.72
107.37192217222221,18.7654381,0.72
107.64946002777778,18.7654381,0.72
107.92699788333333,18.7654381,0.72
108.20453573888888,18.7654381,0.12
108.48207359444444,18.7654381,0.37
108.75961145,18.7654381,0.37
109.03714930555554,18.7654381,0.37
109.31468716111111,18.7654381,0.37
109.59222501666666,18.7654381,0.91
109.86976287222222,18.7654381,0.91
110.14730072777778,18.7654381,0.91
110.42483858333333,18.7654381,0.34
110.70237643888889,18.7654381,0.34
110.97991429444444,18.7654381,0.34
111.25745214999999,18.7654381,0.34
111.53499000555556,18.7654381,0.25
111.8125278611111,18.7654381,0.25
112.09006571666666,18.7654381,0.25
112.36760357222222,18.7654381,0.64
112.64514142777777,18.7654381,0.64
112.92267928333334,18.7654381,0.64
113.20021713888889,18.7654381,0.77
113.47775499444444,18.7654381,0.77
113.75529285,18.7654381,0.55
114.03283070555555,18.7654381,0.55
114.3103685611111,18.7654381,0.55
114.58790641666667,18.7654381,0.47
114.86544427222222,18.7654381,0.47
115.14298212777777,18.7654381,0.44
115.42051998333334,18.7654381,0.44
115.69805783888889,18.7654381,0.44
115.97559569444445,18.7654381,0.44
116.25313355,18.7654381,0.44
116.53067140555555,18.7654381,0.44
116.8082092611111,18.7654381,0.44
117.08574711666667,18.7654381,0.44
117.36328497222222,18.7654381,0.29
117.64082282777778,18.7654381,0.29
117.91836068333333,18.7654381,0.29
118.19589853888888,18.7654381,0.56
118.47343639444445,18.7654381,0.56
118.75097425,18.7654381,0.46
119.02851210555556,18.7654381,0.46
119.30604996111111,18.7654381,0.46
119.58358781666666,18.7654381,0.46
119.86112567222222,18.7654381,0.46
120.13866352777778,18.7654381,0.32
120.41620138333333,18.7654381,0.32
120.6937392388889,18.7654381,0.32
120.97127709444445,18.7654381,0.32
121.24881495,18.7654381,0.32
121.52635280555556,18.7654381,0.67
121.80389066111111,18.7654381,0.67
122.08142851666668,18.7654381,0.67
122.35896637222223,18.7654381,0.67
122.63650422777778,18.7654381,0.67
122.91404208333333,18.7654381,0.67
123.19157993888889,18.7654381,0.73
123.46911779444444,18.7654381,0.73
123.74665565000001,18.7654381,0.73
124.02419350555556,18.7654381,0.53
124.30173136111111,18.7654381,0.53
124.57926921666667,18.7654381,0.53
124.85680707222222,18.7654381,0.54
125.13434492777779,18.7654381,0.54
125.41188278333334,18.7654381,0.54
125.68942063888889,18.7654381,0.54
125.96695849444444,18.7654381,0.54
126.24449635,18.7654381,0.54
98.76824864999999,19.043001633333333,0.45
99.04578650555554,19.043001633333333,0.45
99.3233243611111,19.043001633333333,0.45
99.60086221666666,19.043001633333333,0.45
99.8784000722222,19.043001633333333,0.45
100.15593792777777,19.043001633333333,0.49
100.43347578333332,19.043001633333333,0.49
100.71101363888889,19.043001633333333,0.49
100.98855149444444,19.043001633333333,0.49
101.26608934999999,19.043001633333333,0.3073481937090719
101.54362720555555,19.043001633333333,0.3073481937090719
101.8211650611111,19.043001633333333,0.3073481937090719
102.09870291666665,19.043001633333333,0.35
102.37624077222222,19.043001633333333,0.35
102.65377862777777,19.043001633333333,0.35
102.93131648333332,19.043001633333333,0.54
103.20885433888888,19.043001633333333,0.42
103.48639219444443,19.043001633333333,0.26
103.76393005,19.043001633333333,0.26
104.04146790555555,19.043001633333333,0.26
104.3190057611111,19.043001633333333,0.26
104.59654361666666,19.043001633333333,0.51
104.87408147222222,19.043001633333333,0.51
105.15161932777777,19.043001633333333,0.51
105.42915718333333,19.043001633333333,0.39
105.70669503888888,19.043001633333333,0.39
105.98423289444443,19.043001633333333,0.39
106.26177075,19.043001633333333,0.41
106.53930860555555,19.043001633333333,0.72
106.81684646111111,19.043001633333333,0.72
107.09438431666666,19.043001633333333,0.72
107.37192217222221,19.043001633333333,0.72
107.64946002777778,19.043001633333333,0.72
107.92699788333333,19.043001633333333,0.72
108.20453573888888,19.043001633333333,0.12
108.48207359444444,19.043001633333333,0.37
108.75961145,19.043001633333333,0.37
109.03714930555554,19.043001633333333,0.37
109.31468716111111,19.043001633333333,0.37
109.59222501666666,19.043001633333333,0.91
109.86976287222222,19.043001633333333,0.91
110.14730072777778,19.043001633333333,0.91
110.42483858333333,19.043001633333333,0.34
110.70237643888889,19.043001633333333,0.34
110.97991429444444,19.043001633333333,0.34
111.25745214999999,19.043001633333333,0.34
111.53499000555556,19.043001633333333,0.25
111.8125278611111,19.043001633333333,0.25
112.09006571666666,19.043001633333333,0.25
112.36760357222222,19.043001633333333,0.64
112.64514142777777,19.043001633333333,0.64
112.92267928333334,19.043001633333333,0.64
113.20021713888889,19.043001633333333,0.77
113.47775499444444,19.043001633333333,0.77
113.75529285,19.043001633333333,0.55
114.03283070555555,19.043001633333333,0.55
114.3103685611111,19.043001633333333,0.55
114.58790641666667,19.043001633333333,0.47
114.86544427222222,19.043001633333333,0.47
115.14298212777777,19.043001633333333,0.47
115.42051998333334,19.043001633333333,0.44
115.69805783888889,19.043001633333333,0.44
115.97559569444445,19.043001633333333,0.44
116.25313355,19.043001633333333,0.44
116.53067140555555,19.043001633333333,0.44
116.8082092611111,19.043001633333333,0.44
117.08574711666667,19.043001633333333,0.12
117.36328497222222,19.043001633333333,0.29
117.64082282777778,19.043001633333333,0.29
117.91836068333333,19.043001633333333,0.29
118.19589853888888,19.043001633333333,0.56
118.47343639444445,19.043001633333333,0.56
118.75097425,19.043001633333333,0.46
119.02851210555556,19.043001633333333,0.46
119.30604996111111,19.043001633333333,0.46
119.58358781666666,19.043001633333333,0.46
119.86112567222222,19.043001633333333,0.46
120.13866352777778,19.043001633333333,0.68
120.41620138333333,19.043001633333333,0.32
120.6937392388889,19.043001633333333,0.32
120.97127709444445,19.043001633333333,0.32
121.24881495,19.043001633333333,0.32
121.52635280555556,19.043001633333333,0.67
121.80389066111111,19.043001633333333,0.67
122.08142851666668,19.043001633333333,0.67
122.35896637222223,19.043001633333333,0.67
122.63650422777778,19.043001633333333,0.67
122.91404208333333,19.043001633333333,0.67
123.19157993888889,19.043001633333333,0.73
123.46911779444444,19.043001633333333,0.73
123.74665565000001,19.043001633333333,0.73
124.02419350555556,19.043001633333333,0.53
124.30173136111111,19.043001633333333,0.53
124.57926921666667,19.043001633333333,0.53
124.85680707222222,19.043001633333333,0.54
125.13434492777779,19.043001633333333,0.54
125.41188278333334,19.043001633333333,0.54
125.68942063888889,19.043001633333333,0.54
125.96695849444444,19.043001633333333,0.54
126.24449635,19.043001633333333,0.54
98.76824864999999,19.32056516666667,0.45
99.04578650555554,19.32056516666667,0.45
99.3233243611111,19.32056516666667,0.45
99.60086221666666,19.32056516666667,0.45
99.8784000722222,19.32056516666667,0.45
100.15593792777777,19.32056516666667,0.49
100.43347578333332,19.32056516666667,0.49
100.71101363888889,19.32056516666667,0.49
100.98855149444444,19.32056516666667,0.49
101.26608934999999,19.32056516666667,0.3073481937090719
101.54362720555555,19.32056516666667,0.3073481937090719
101.8211650611111,19.32056516666667,0.3073481937090719
102.09870291666665,19.32056516666667,0.35
102.37624077222222,19.32056516666667,0.35
102.65377862777777,19.32056516666667,0.35
102.93131648333332,19.32056516666667,0.54
103.20885433888888,19.32056516666667,0.42
103.48639219444443,19.32056516666667,0.26
103.76393005,19.32056516666667,0.26
104.04146790555555,19.32056516666667,0.26
104.3190057611111,19.32056516666667,0.26
104.59654361666666,19.32056516666667,0.51
104.87408147222222,19.32056516666667,0.51
105.15161932777777,19.32056516666667,0.51
105.42915718333333,19.32056516666667,0.39
105.70669503888888,19.32056516666667,0.39
105.98423289444443,19.32056516666667,0.41
106.26177075,19.32056516666667,0.41
106.53930860555555,19.32056516666667,0.72
106.81684646111111,19.32056516666667,0.72
107.09438431666666,19.32056516666667,0.72
107.37192217222221,19.32056516666667,0.72
107.64946002777778,19.32056516666667,0.72
107.92699788333333,19.32056516666667,0.12
108.20453573888888,19.32056516666667,0.12
108.48207359444444,19.32056516666667,0.37
108.75961145,19.32056516666667,0.37
109.03714930555554,19.32056516666667,0.37
109.31468716111111,19.32056516666667,0.37
109.59222501666666,19.32056516666667,0.91
109.86976287222222,19.32056516666667,0.91
110.14730072777778,19.32056516666667,0.91
110.42483858333333,19.32056516666667,0.34
110.70237643888889,19.32056516666667,0.34
110.97991429444444,19.32056516666667,0.34
111.25745214999999,19.32056516666667,0.34
111.53499000555556,19.32056516666667,0.25
111.8125278611111,19.32056516666667,0.25
112.09006571666666,19.32056516666667,0.25
112.36760357222222,19.32056516666667,0.64
112.64514142777777,19.32056516666667,0.64
112.92267928333334,19.32056516666667,0.64
113.20021713888889,19.32056516666667,0.77
113.47775499444444,19.32056516666667,0.77
113.75529285,19.32056516666667,0.77
114.03283070555555,19.32056516666667,0.55
114.3103685611111,19.32056516666667,0.55
114.58790641666667,19.32056516666667,0.47
114.86544427222222,19.32056516666667,0.47
115.14298212777777,19.32056516666667,0.47
115.42051998333334,19.32056516666667,0.44
115.69805783888889,19.32056516666667,0.44
115.97559569444445,19.32056516666667,0.44
116.25313355,19.32056516666667,0.44
116.53067140555555,19.32056516666667,0.44
116.8082092611111,19.32056516666667,0.44
117.08574711666667,19.32056516666667,0.12
117.36328497222222,19.32056516666667,0.29
117.64082282777778,19.32056516666667,0.29
117.91836068333333,19.32056516666667,0.29
118.19589853888888,19.32056516666667,0.56
118.47343639444445,19.32056516666667,0.56
118.75097425,19.32056516666667,0.46
119.02851210555556,19.32056516666667,0.46
119.30604996111111,19.32056516666667,0.46
119.58358781666666,19.32056516666667,0.46
119.86112567222222,19.32056516666667,0.68
120.13866352777778,19.32056516666667,0.68
120.41620138333333,19.32056516666667,0.32
120.6937392388889,19.32056516666667,0.32
120.97127709444445,19.32056516666667,0.32
121.24881495,19.32056516666667,0.32
121.52635280555556,19.32056516666667,0.67
121.80389066111111,19.32056516666667,0.67
122.08142851666668,19.32056516666667,0.67
122.35896637222223,19.32056516666667,0.67
122.63650422777778,19.32056516666667,0.67
122.91404208333333,19.32056516666667,0.67
123.19157993888889,19.32056516666667,0.73
123.46911779444444,19.32056516666667,0.73
123.74665565000001,19.32056516666667,0.73
124.02419350555556,19.32056516666667,0.53
124.30173136111111,19.32056516666667,0.53
124.57926921666667,19.32056516666667,0.53
124.85680707222222,19.32056516666667,0.54
125.13434492777779,19.32056516666667,0.54
125.41188278333334,19.32056516666667,0.54
125.68942063888889,19.32056516666667,0.54
125.96695849444444,19.32056516666667,0.54
126.24449635,19.32056516666667,0.54
98.76824864999999,19.5981287,0.45
99.04578650555554,19.5981287,0.45
99.3233243611111,19.5981287,0.45
99.60086221666666,19.5981287,0.45
99.8784000722222,19.5981287,0.45
100.15593792777777,19.5981287,0.45
100.43347578333332,19.5981287,0.49
100.71101363888889,19.5981287,0.49
100.98855149444444,19.5981287,0.49
101.26608934999999,19.5981287,0.3073481937090719
101.54362720555555,19.5981287,0.3073481937090719
101.8211650611111,19.5981287,0.35
102.09870291666665,19.5981287,0.35
102.37624077222222,19.5981287,0.35
102.65377862777777,19.5981287,0.54
102.93131648333332,19.5981287,0.54
103.20885433888888,19.5981287,0.42
103.48639219444443,19.5981287,0.42
103.76393005,19.5981287,0.26
104.04146790555555,19.5981287,0.26
104.3190057611111,19.5981287,0.26
104.59654361666666,19.5981287,0.51
104.87408147222222,19.5981287,0.51
105.15161932777777,19.5981287,0.51
105.42915718333333,19.5981287,0.39
105.70669503888888,19.5981287,0.39
105.98423289444443,19.5981287,0.41
106.26177075,19.5981287,0.41
106.53930860555555,19.5981287,0.41
106.81684646111111,19.5981287,0.72
107.09438431666666,19.5981287,0.72
107.37192217222221,19.5981287,0.72
107.64946002777778,19.5981287,0.72
107.92699788333333,19.5981287,0.12
108.20453573888888,19.5981287,0.12
108.48207359444444,19.5981287,0.37
108.75961145,19.5981287,0.37
109.03714930555554,19.5981287,0.37
109.31468716111111,19.5981287,0.37
109.59222501666666,19.5981287,0.91
109.86976287222222,19.5981287,0.91
110.14730072777778,19.5981287,0.91
110.42483858333333,19.5981287,0.91
110.70237643888889,19.5981287,0.34
110.97991429444444,19.5981287,0.34
111.25745214999999,19.5981287,0.34
111.53499000555556,19.5981287,0.25
111.8125278611111,19.5981287,0.25
112.09006571666666,19.5981287,0.25
112.36760357222222,19.5981287,0.64
112.64514142777777,19.5981287,0.64
112.92267928333334,19.5981287,0.64
113.20021713888889,19.5981287,0.77
113.47775499444444,19.5981287,0.77
113.75529285,19.5981287,0.77
114.03283070555555,19.5981287,0.55
114.3103685611111,19.5981287,0.55
114.58790641666667,19.5981287,0.47
114.86544427222222,19.5981287,0.47
115.14298212777777,19.5981287,0.61
115.42051998333334,19.5981287,0.29
115.69805783888889,19.5981287,0.44
115.97559569444445,19.5981287,0.44
116.25313355,19.5981287,0.44
116.53067140555555,19.5981287,0.44
116.8082092611111,19.5981287,0.12
117.08574711666667,19.5981287,0.12
117.36328497222222,19.5981287,0.29
117.64082282777778,19.5981287,0.29
117.91836068333333,19.5981287,0.29
118.19589853888888,19.5981287,0.56
118.47343639444445,19.5981287,0.56
118.75097425,19.5981287,0.46
119.02851210555556,19.5981287,0.46
119.30604996111111,19.5981287,0.46
119.58358781666666,19.5981287,0.46
119.86112567222222,19.5981287,0.68
120.13866352777778,19.5981287,0.68
120.41620138333333,19.5981287,0.32
120.6937392388889,19.5981287,0.32
120.97127709444445,19.5981287,0.32
121.24881495,19.5981287,0.32
121.52635280555556,19.5981287,0.67
121.80389066111111,19.5981287,0.67
122.08142851666668,19.5981287,0.67
122.35896637222223,19.5981287,0.67
122.63650422777778,19.5981287,0.67
122.91404208333333,19.5981287,0.4
123.19157993888889,19.5981287,1.12
123.46911779444444,19.5981287,0.73
123.74665565000001,19.5981287,0.73
124.02419350555556,19.5981287,0.53
124.30173136111111,19.5981287,0.53
124.57926921666667,19.5981287,0.53
124.85680707222222,19.5981287,0.54
125.13434492777779,19.5981287,0.54
125.41188278333334,19.5981287,0.54
125.68942063888889,19.5981287,0.54
125.96695849444444,19.5981287,0.54
126.24449635,19.5981287,0.54
98.76824864999999,19.875692233333336,0.45
99.04578650555554,19.875692233333336,0.45
99.3233243611111,19.875692233333336,0.45
99.60086221666666,19.875692233333336,0.45
99.8784000722222,19.875692233333336,0.45
100.15593792777777,19.875692233333336,0.45
100.43347578333332,19.875692233333336,0.49
100.71101363888889,19.875692233333336,0.49
100.98855149444444,19.875692233333336,0.49
101.26608934999999,19.875692233333336,0.3073481937090719
101.54362720555555,19.875692233333336,0.3073481937090719
101.8211650611111,19.875692233333336,0.35
102.09870291666665,19.875692233333336,0.35
102.37624077222222,19.875692233333336,0.35
102.65377862777777,19.875692233333336,0.54
102.93131648333332,19.875692233333336,0.54
103.20885433888888,19.875692233333336,0.42
103.48639219444443,19.875692233333336,0.42
103.76393005,19.875692233333336,0.31
104.04146790555555,19.875692233333336,0.26
104.3190057611111,19.875692233333336,0.26
104.59654361666666,19.875692233333336,0.51
104.87408147222222,19.875692233333336,0.51
105.15161932777777,19.875692233333336,0.51
105.42915718333333,19.875692233333336,0.39
105.70669503888888,19.875692233333336,0.39
105.98423289444443,19.875692233333336,0.41
106.26177075,19.875692233333336,0.41
106.53930860555555,19.875692233333336,0.29
106.81684646111111,19.875692233333336,0.72
107.09438431666666,19.875692233333336,0.72
107.37192217222221,19.875692233333336,0.72
107.64946002777778,19.875692233333336,0.12
107.92699788333333,19.875692233333336,0.12
108.20453573888888,19.875692233333336,0.12
108.48207359444444,19.875692233333336,0.37
108.75961145,19.875692233333336,0.37
109.03714930555554,19.875692233333336,0.37
109.31468716111111,19.875692233333336,0.91
109.59222501666666,19.875692233333336,0.91
109.86976287222222,19.875692233333336,0.91
110.14730072777778,19.875692233333336,0.91
110.42483858333333,19.875692233333336,0.91
110.70237643888889,19.875692233333336,0.34
110.97991429444444,19.875692233333336,0.34
111.25745214999999,19.875692233333336,0.34
111.53499000555556,19.875692233333336,0.25
111.8125278611111,19.875692233333336,0.25
112.09006571666666,19.875692233333336,0.25
112.36760357222222,19.875692233333336,0.64
112.64514142777777,19.875692233333336,0.64
112.92267928333334,19.875692233333336,0.64
113.20021713888889,19.875692233333336,0.77
113.47775499444444,19.875692233333336,0.77
113.75529285,19.875692233333336,0.77
114.03283070555555,19.875692233333336,0.55
114.3103685611111,19.875692233333336,0.55
114.58790641666667,19.875692233333336,0.47
114.86544427222222,19.875692233333336,0.47
115.14298212777777,19.875692233333336,0.61
115.42051998333334,19.875692233333336,0.29
115.69805783888889,19.875692233333336,0.29
115.97559569444445,19.875692233333336,0.44
116.25313355,19.875692233333336,0.44
116.53067140555555,19.875692233333336,0.44
116.8082092611111,19.875692233333336,0.12
117.08574711666667,19.875692233333336,0.12
117.36328497222222,19.875692233333336,0.29
117.64082282777778,19.875692233333336,0.29
117.91836068333333,19.875692233333336,0.29
118.19589853888888,19.875692233333336,0.56
118.47343639444445,19.875692233333336,0.56
118.75097425,19.875692233333336,0.46
119.02851210555556,19.875692233333336,0.46
119.30604996111111,19.875692233333336,0.46
119.58358781666666,19.875692233333336,0.46
119.86112567222222,19.875692233333336,0.68
120.13866352777778,19.875692233333336,0.45
120.41620138333333,19.875692233333336,0.32
120.6937392388889,19.875692233333336,0.32
120.97127709444445,19.875692233333336,0.32
121.24881495,19.875692233333336,0.43
121.52635280555556,19.875692233333336,0.43
121.80389066111111,19.875692233333336,0.67
122.08142851666668,19.875692233333336,0.67
122.35896637222223,19.875692233333336,0.67
122.63650422777778,19.875692233333336,0.4
122.91404208333333,19.875692233333336,1.12
123.19157993888889,19.875692233333336,1.12
123.46911779444444,19.875692233333336,0.73
123.74665565000001,19.875692233333336,0.73
124.02419350555556,19.875692233333336,0.53
124.30173136111111,19.875692233333336,0.53
124.57926921666667,19.875692233333336,0.53
124.85680707222222,19.875692233333336,0.54
125.13434492777779,19.875692233333336,0.54
125.41188278333334,19.875692233333336,0.54
125.68942063888889,19.875692233333336,0.54
125.96695849444444,19.875692233333336,0.54
126.24449635,19.875692233333336,0.54
98.76824864999999,20.153255766666668,0.45
99.04578650555554,20.153255766666668,0.45
99.3233243611111,20.153255766666668,0.45
99.60086221666666,20.153255766666668,0.45
99.8784000722222,20.153255766666668,0.45
100.15593792777777,20.153255766666668,0.45
100.43347578333332,20.153255766666668,0.45
100.71101363888889,20.153255766666668,0.4996207001782286
100.98855149444444,20.153255766666668,0.4050508844213022
101.26608934999999,20.153255766666668,0.3714722648749529
101.54362720555555,20.153255766666668,0.35288895036736484
101.8211650611111,20.153255766666668,0.3343056358597779
102.09870291666665,20.153255766666668,0.3157223213521908
